author,comment
@vipink828,Poiyanu machane.... Full on FiRE
@untoldtalk2347,🔥🔥🔥this is what called rap......
@ijjathiimeme180,"<a href=""https://www.youtube.com/watch?v=YtUD52MPR8s"">https://youtu.be/YtUD52MPR8s</a> Shammi panipali version 😂 full profile"
@akshayvimal4413,thampuraan anengil oru myrum illa
@AchuthMohan,iTunesil upload cheyu please
@nobz11,ഇത് മറ്റൊരു ലെവൽ റാപ്പ് .. പോളിചു ..
@WytArk,"നീ നേടിയില്ലെങ്കിലും , നീ വാടിയില്ല..!"
@VishnuPrasadMM,Thee🔥
@mohammedasif7558,His pen IS mightier than sword
@akhileshsdharan6335,നീതി- നീ തീയാവുക നീതിക്കായി
@VishnuMptr,♥️
@roopakpr7589,Hard💥💯❤️
@rijasmajeed8662,Powlich 😇😇😇
@thequeitshift,Ntapono ejjathi lvl...malayalathil ketelm vech eteavm poli rap 😍🔥
@vishnuks9957,𝚃𝚑𝚒𝚜 𝚓𝚞𝚜𝚝 𝚜𝚙𝚒𝚝𝚝𝚒𝚗𝚐 𝚏𝚒𝚛𝚎 🔥🔥 𝚢𝚢𝚊 𝚖𝚘𝚗𝚎 𝚙𝚘𝚕𝚒 𝚜𝚊𝚊𝚗𝚊𝚖
@edwin16535,Woow!! Let the lyrics speak spread
@pa.thuttyy,Uff kidu
@kunjumoni9302,Dislike adichavanmaarodu.... <br><b>***</b>
@ajreels2191,Ninne nerill Kanan oru agraham machane.. 🔥🔥🔥Thee parunna varikal ... oru rakshem illa 👌👌👌👌👌👌🔥🔥🔥🔥🔥🔥🔥🔥🔥👆🏻👆🏻👆🏻👆🏻👆🏻🔥🔥🔥🔥🔥🔥👆🏻🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@prajeeshmp7439,💓💓💓
@arjunraviqw2446,Bro it&#39;s nice Spark.... Enium ezhuthanam.... paadanam... All the best....
@ayikkarayajamaanan2062,I JUST WANT TO REVEAL A TRUTH HERE  THERE IS INTERNAL RACISM FROM WHITE SKIN PULAYA&#39;S TOWARDS BLACK SKIN PULAYA&#39;S (TRUE PULAYA DRAVIDIANS)  DON&#39;T BELIEVE ASK ANY BLACK PULAYAN
@neabugattupuram5207,🔥
@sidharthsynge6830,വേടൻ  ഇല്ലാക്കഥ പറയുകില്ല 💥💥💥💥💥💥💥💥👌👌👌👌👌
@VaisakhVP,awesome man. on d face of fascists. epic lyrics. deep. <br>feeling proud to be a malayali to have talentd people like u.
@jitheshpk6859,Best wishes broo
@poops2345,സർവം  ഇല്യൂമിനാണ്ടി  മയം  😠
@AbhilashThomas,"കാട് കട്ടവന്റെ നാട്ടിൽ ചോറ് കട്ടവൻ മരിക്കും <br>കൂറ് കെട്ടവൻ ഭരിച്ചാൽ ഊര് കട്ടവൻമുടിക്കും <br>പേര് കേട്ട പാമരന്മാർ പോരടിക്കുവാൻ വിളിക്കും<br>പേറ്റുനോവെടുത്ത തള്ള പള്ളയിൽ കനൽ നിറക്കും"
@DonTheVloger,Pwoli saanam
@akifnazervp8721,Poli
@nidhinbhuvanendran3633,മൂർച്ചയാണിത്...തീയാണിത്...♥️🔥
@alwyn7769,Woah....mahn..Heavy
@Angiths9207.,🔥💥👏
@roopakvsudev1574,🔥Super
@knowledgehow385,Muth 😍😍😍😍😍😍😍😍😍
@shervinjames8081,മൂർച്ചയുള്ള വരികൾ 💥💥പ്രതിരോധത്തിന്റെ ശബ്ദം 💥💥💥  എടുത്തു share ചെയ്തു പൊളിക്കട മക്കളെ.  1M അല്ല 10M കഴിഞ്ഞു മുന്നോട്ട് പോകണം.
@rijasrjz9352,വരികളിലെ തീ 🔥... അവതരത്ണതിലും 100%  കൊണ്ടുവന്നു 👌🏻👌🏻👌🏻👌🏻
@aabee4052,⚡️⚡️⚡️
@MidhunMKumar,Fire🔥🔥🔥🔥🔥
@hafizroshan1113,Voice of voiceless🔥
@litlmechanic7627,Fire 🔥 in your Lyrics ♥️💪🏻
@ronin7562,Goosebumps 🔥🔥🔥 hit a like if you feel the same ✌️
@MrHitler286,🔥
@nasraparveen5238,Ithaneda rap....🔥🔥🔥🔥🔥🔥🔥🔥🔥
@Tastywish46,Malayali 2pac❤
@jitheshpk6859,1 of the million mn
@salilanandan2605,Moneeeeeeee neee poliyaaaaa..
@sarinradhakrishnan6508,തീ...!
@shankj4376,Uff pewer aayi💥💥💥
@anandshreevs9347,💖💖👏👏👏😍😍😍 ആഴത്തിൽ അർത്ഥമുള്ള വരികളും അതിനു ചേർന്ന ഈണവും സൂപ്പർ
@RajTravellingIn,I&#39;m from Chennai and I love this song... Pure talent 🙌
@murshidabdulla7022,Who is looking for 1 million views 👏😍
@dipindevadas1719,Good lyrics machii
@deepunair7554,FIRE
@aravinda.s8031,Lit 🔥🔥🔥🔥🔥
@josephpoly8967,Machane powli 😍😍
@premjjith5373,Kidu bro❤️
@ORPHYPRASOON,Strong n Powerful
@augjohn1546,"Wonderful rap, got a good rhythm. I wonder how &#39;pani paali&#39; shit crossed 10M"
@aswanthappu3692,🔥👌
@hayishayis9422,എന്റെ  പൊന്നോ  തീ  തീ  തീ 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@Akhil_TM,Gud job bro !!! ഇജ്ജാതി word play... <br>Insane🤯
@abhilashk2039,വരികള്‍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌
@adhi_ambaya,വേടന്‍ 🔥
@playboy9481,പൊളി സാനം മൈര് ❤️
@prafulk2950,&quot;അടിയാൻ കണ്ടതില്ല ഭാവി തന്റെ മക്കളിൽ<br>&quot;അടിമക്കേതിടം ചരിത്ര പുസ്തകങ്ങളിൽ&quot;<br>🔥🔥🔥🔥<br>Rhythm 🔥<br>Poetry 🔥
@akhidosth,pwoli...
@adhwaithneemoandteddy9187,Enthonnu oombiya songedaa ithu
@photographercb,Munaulla vaakkukal❤️
@vishnupriyakv3357,Ithoke hit avathe neeraj madhavate rap hit avunu... Kashtam
@afnas5192,💯
@knotme5349,Vedan uyir... Yakshi verum myr
@mujeebrahman3851,കനലൊരു തരി മതി തരി മതി🔉
@vishakp7627,Vedan in malayalam<br>Arivu in tamil <br>Both😍
@drifter1293,ഇത് എത്ര വട്ടം കണ്ടു എന്ന് ഒരു പിടിയും ഇല്ല..... എന്താ വരികൾ ❤️.... സൂപ്പർ
@abhiramc.s9139,One of the best rap 💓🔥🔥💓
@baburajtm4593,Poli
@AkshayVAji,TooHard💥❤
@arv-aravind,ഉഫ്.. ഒരു രക്ഷേമില്ല... 💥💥
@shibiliniyas5496,എന്റെ മോനേ....തീ തീ🔥🔥🔥🔥🔥
@syamjithps9409,Nice song😘😘😘
@shameermdt3040,വേടൻ ❤️
@kishorroshan1088,DOPE
@vaisakhvijayan8047,🔥
@anaswaravaswa8365,Heavyyyy🔥🔥🔥🔥
@NATURELIFE832,മലയാളി EMINEM
@artsbyamal6076,Fireeee
@sidharthb959,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@nikhilpg2877,🔥
@fone2fones,കനൽ ഒരു തരി മതി
@muralinairkrishnasree9300,Super.....and displaying the truth ..✊🔥🔥🔥🔥🔥🔥
@manusia9572,💥
@arunkunjumon8043,Outstanding...man...you.have...great.future...
@lijojoseph1056,1മില്യണിലേക്ക്  😍
@ratheeshvava6165,ഒരു രക്ഷയില്ല.പറയാൻ വാക്കില്ല സഹോദര.എഴുതിയ വരികൾ അത്രയും പെർഫെക്ട് ആണ്.
@joycesurendran7193,🔥🔥🔥🔥🔥🔥🔥
@athirak5541,Nice
@RamjithSP,Bro super
@sahalps2908,romancham
@Nepalbaidhya,Goosebumps 🔥<br>Love from nepal bro
@sanalsanal7893,Pwolli saanam
@sharonjoseph5904,💥💥💥
@sreedasofficial27,വരികൾ ഒന്നും പറയാനില്ല... പൊരിച്ചൂ
@gokulp8623,"Amazing song.....the lines are awesome and very meaningful ,Caste ,religious and economic discrimination is something unbearable which needs to be wiped away from our Society. Great message  GOOD WORK BROTHERS..... <br>Tge cinematography is awesome too"
@jijugeorge3351,Theeeepori 🔥🔥🔥🔥
@junaid4714,Super powerful
@Njdjdjjdj,Who all are watching it more than 5 times like me.
@aj18studio904,Simply Superb..
@ShafeeqMohamed,Adipoli
@jsr.jsr.j,ഇതിലെ കുട്ടികൾ..  wow what അ attitude... fabulous
@safwan1284,"<a href=""https://www.youtube.com/watch?v=nYF-9xM4nbY"">https://youtu.be/nYF-9xM4nbY</a>"
@bineesh812,1 .Million venam
@soulsurferum,കാട്  കട്ടവന്റെ നാട്ടിൽ ചോറ്  കട്ടവൻ മരിക്കും 🔥⚡️<br><br>Rebel
@sabithmohd6892,🔥🔥🔥
@jmrdreams7218,💥💥💥 power full lyrics🔥🔥🔥🔥🔥
@mjpredator46,ഹിന്ദിക്കാർ പറയാൻ തുടങ്ങി e song മച്ചാനെ ഉയിര്
@akhilkl7115,Ingane ullavare venam nammal support cheyan... kidilam... keep going brooo. ❤❤❤❤❤❤
@vmusic6694,Terror💪
@shahadshahir1800,This song gives me so much rage
@akannan6890,Wonderful-வாழ்த்துக்கள் தோழா...
@tittochacko,Nice bro..expect more
@TECHMADDIES,Uffff ... ithanu rapp 💥
@anuragv2358,can I use this song as background score in a youtube video?
@rintovarghese7,Onnum parayan illa.. Ippo oru 20 times Enkilum kettand.. Superb.. Hats off..
@tonyb4189,പൊളി..❤️🖤
@soofiyayoosufqureshi,Faaaaabbbbbb💪🏻💪🏻💪🏻
@midhunrajan8,🔥🔥🔥FULL POWER...
@nobrocks,Machaane namukkunee same sambavam Englishil onnunpidichalo.
@Unni_r_k,ഇതൊന്നു 1M അടിച്ചു കാണണം ...🔥
@amalaantony3734,🔥🔥🔥
@anandhuprasad3072,Theeeeeeeeeeeeeeeeeeeeeeeeeee❤️❤️❤️
@pranavvp8748,Kidilan
@SPORTSSTUDIO247,"Enna varikalada uvve , ijathi super 🔥🔥🔥"
@hafiz9317,Excellent works .....Hats off
@sreejitg77,awesome 🙏
@rajeevthampy9608,Poli item namichu bro
@jomonjoseph1304,What a lyrics man...
@muhammedazharudheenkp6685,Its called rap 💥 the real mallurap✌️lyrics on🔥🔥🔥
@SreejithKSkulangarayil,Lyrics 🔥
@nidhinraj1987,Let&#39;s make it to million <br>Let the voiceless be heard loud and clear
@sujithadiyodi4376,തീ തീ !!
@ArifulIslam-qg8wy,"Though I don&#39;t get any word, I love this. Because,  I understand the word of heart. <br><br>Love from Bangladesh."
@Solomonstorm,Daaaaaaaaamnnnnn
@abeezchannel,🔥🔥🔥🔥🔥🔥🔥
@The_Casa,Samajh main aaye ya na aaye par rap mast tha music bhi outstanding
@bilaljohnkurishingal9351,🔥🔥🔥🔥
@അവൻഎന്റെജിന്ന്,തകർത്തു
@Essaack,Fire....🔥
@nirmalthomas1767,Simply lit🔥🔥
@eldhosejose9368,Adipoly🔥🔥🔥🔥
@shinojacob8033,🔥🔥🔥🔥Well done bro...❤️❤️
@Faisal_chelakkara,ഏത് മൈതാണ്ടി മക്കളാടാ ഡിസ്‌ലൈക് അടിച്ചേ ..
@deepakmalayattoor2498,"Bro supper,"
@sherBshan,നീതി പണ്ടേ മരിച്ചു ....I heard a LION ROAR🔥
@gyuk4,"Nice video<br><a href=""http://www.youtube.com/results?search_query=%23a4seven"">#a4seven</a>"
@kevin4real,Poetry💯
@mobinababu9321,കനൽ ഒരു തരി മതി...ഒരു തരി മതി....!!!<br>🔥🔥🔥
@jijovg48,🔥🔥🔥🔥
@Hiking_._Journeys,❤️
@afthabhashim6624,🔥🔥🔥👌👌👌
@saraththaliyil4247,Jai bheem
@kavithasanthosh3724,Powerful💪🏻💪🏻
@abduljaleel3655,Mutheee polichu....romaanjam ennu paranja pora<br>Polichadukki.....
@ub5984,Truly Intense..🔥🔥🔥
@Anas-jk6wo,വരികൾ.....🔥🔥🔥🔥
@oldsoul2829,repeat അടിച്ചു കേട്ട് കേട്ട് ഇതിന്റെ lyrics full പഠിച്ചത് ഞാൻ മാത്രാണോ ?
@muhammedshibinkm4737,Eee rap kett.. Pinne comment vayikkumbol comment polum rap aayitt feel cheyyunnu
@sulumons,Light up the fire. ചോര തുടിക്കും ചെറുകൈയ്യുകളേ പേറുക വന്നീ പന്തങ്ങൾ ഏറിയ തലമുറ ഏന്തിയ പാരിൻ വാരൊളി മംഗള കന്തങ്ങൾ. 🔥🔥🔥🔥
@haseelali3829,💥💥
@anaskuniyil2190,🔥🔥🔥🔥
@prashobprakashan7877,കനലൊരു തരിമതി <br>ഒരുതരിമതി തരി മതി 🔥🤘
@niyababu2902,Fire!🙌🙌🔥🔥🔥🔥
@ASHISHKNAINAN27,Class. Too too class. Excellent work Vedan
@rajeshr9147,Salute ❤️
@kiranfreddysthelanguageofp6008,"ഞാൻ പാണാനല്ല, പറയനല്ല, പുലയനല്ല, നീ തമ്പുരാനുമല്ല"
@D_for_Danish,Very hard
@chaltadabba1289,😍wow
@abitharani4458,Wowahh 🔥
@shefyvkd3495,Waiting for next video ☮️
@hypatian1220,"God has no race, but man does.🤣🤣dislike adichavanmar kandam vazhi oodikko."
@KUMBARI-PARAYUM,Ssraleda molalla realitty vedananu innathe sathyam
@ajithlocco9281,"Kanal oru thari mathii..<a href=""http://www.youtube.com/results?search_query=%23vedan"">#vedan</a> 💥🔥"
@RashidKhan-vf3if,"*ഫെജോ, തിരുമാലി, അബു, നീരജ് എന്നവർ അടക്കി വാണിടുന്ന റാപ്പ് എന്ന മായാലോകം.അതിനിടയിൽ പല പല പുതു മുഖങ്ങൾ കടന്നു വരുന്നു  ചടുലമായ വാക്യങ്ങൾ കൊണ്ട് മറ്റും അവരും എല്ലാവരെയും പോലെ മല്ലു റാപ്പർ എന്ന പദവി നേടി നീങ്ങുന്നു. കുറച്ചു ദിവസങ്ങൾക്ക് മുൻപാണ് ഇത് സംഭവിച്ചത്. ചിലരുടെ കണ്ണിൽ കാണാൻ അത്ര മേനി ഇല്ലാത്ത വില കൂടിയ കാറുകളോ സ്മാർട്ട്‌ ഫോണൊകളോ ഡ്രെസുകളോ ഇല്ലാതെ സിമ്പിൾ ആയി ഒരാൾ കടന്നു വരുന്നു. Mallu റാപ്പ് ടൈറ്റിൽ കടന്നു വന്ന ഒരു സാധാ ഐറ്റം ആയി കരുതി യവർക്ക് തെറ്റി. അവന്റെ ക്കണ്ണുകൾ തീക്ക്ഷണ ത്തോടെ എന്തിനെയോ തുറിച്ചു നോക്കുന്നു. വാക്കുകൾ ഇരുതല മൂർച്ചയുള്ള ആയുധം പോലെ പലരുടെയും ഉള്ളിൽ തറക്കുന്നു.തനിക്കോ അവന്റെ ഒരു ലോകത്തിനോ അല്ലെങ്കിൽ സമൂഹത്തിലോ ആർക്കൊക്കെയോ ഉണ്ടായ മുറിവുകൾ അവൻ അതിലൂടെ പറയുന്നു..... ഉള്ളിലെ ചെറിയ കനൽ പുറത്തു വന്നപ്പോൾ അത് തീ പന്തം ആയി കത്തി യമരുന്നു.... ഏമാൻ മാർ ഗുണ്ട് പൊട്ടിയ പന്നികളെ പോലെ മുറുമുറുക്കുന്നു....തീ പന്തം ഒരാളിൽ നിന്നും മറ്റൊരാളിലേക്ക് അത് പകര്ന്നു നൽകുന്നു.... ആ തീ പന്തം കെടാതെ നമുക്ക് കൈ കോർക്കാം*🔥🔥🔥🔥🔥🔥"
@autominds__4,വാളിനേക്കാൾ മൂർച്ചയുള്ള വരികൾ 👌
@sahilnizam2119,Ithile dislikesil nokkiyaal bhooribhagam  matha bhranthan maaravum   Thottukoodayima okke manassil ulla kore ennam aavum(bhoomikk bhaarangal)
@autominds__4,പൊളി 🔥🔥
@raneemraheem7157,Vedan on fire🔥🔥👌👌
@Cinematic37,🔥🔥🔥🔥🔥💥💥💥💥💥💥💥😌
@comradeleppi2000,Goosebumps 🔥🔥
@abhijithns6477,"True malayalam rap , just wow !!!!!!"
@Sanjanz,Good work 💝
@albertbabu8201,Great bro
@deepakvg2461,Goosebumps ♥️♥️
@shabinmuhammed1225,Wow wow wow
@ameenakhalid8966,❤
@Dhaneshdkkumar,The perfect malayalam rap song
@ventureseed,😍
@sreejeshcalicut4466,🖤🖤🖤🖤
@shanavasbasheer7920,Oorali_ 🥰🥰🥰🥰🥰
@shanavasbasheer7920,Parayan vaakukal kittannilla... Vedan_vere_Level...
@shanavasbasheer7920,Ethara kaalam nan ketta mallu rapp il vechu etav top il nikkanathu... Mass pwolli..
@marjanmoopans1379,Meantime PaniPaali Crossed 8 Million🙏🏼<br>This Proves That People Didn&#39;t Get Enough Attention To Lyrical Gems💎
@iamtangli2727,Vere level sanam
@ANAZ.ABUBAKER,Ijjathi poli saanam 💥💥💥💥🔥❤️😍❤️✨
@bps2662,Hats Off Vedan ..  ഒരു പാട് ദൂരം പോകാനുണ്ട് .. ഈ ഊർജ്യം ഇതേ മാതിരി ഉണ്ടാവട്ടെ
@aswinsyam9379,ഇത് കനൽ 👌💥
@ArunKumar-vl4vl,"🔥🔥🔥🔥. Aashaneyy enike ithu vare ketta malayalam rap onnum ishtam ayila, pakshe ithu Vera level aanuu, Poli saanam! Sherikum 🔥🔥🔥🔥.High quality Malayam Rap adyam ayte kelkunu, Vedan rocks!!"
@doom_oo9,രോമം എഴുന്നേറ്റ് നിന്ന് കയ്യടിച്ചു ഇതാണ് യഥാർത്ഥ റാപ്പ് സോങ് .
@sarathsivadas4936,Wowwwww എന്റെ മോനെ പൊളി
@fardeenhussain3046,Your lyrics are pure GOLD. This is FIRE!🔥♥️
@sreenathr8558,Polichu brooo
@achuanju8400,Nte ponne pwoliii machannee
@sanalsanthosh1806,Poliyeeeeeeeeee👑
@rameez_2X,🔥🔥🔥🔥🔥
@TheVipinchand,ഒരിക്കൽ അവർ മലയാളം റാപ്പ് തേടി ഇറങ്ങും! അന്നവർ പറയും ! ഈ &quot;കനലൊരു തരി മതി! ഒരു തരി മതി ! തരി മതി &quot;!!! 🔥
@jithinpraju5011,Super.....
@ajeeshaniyan1239,കാടുകട്ടവന്റെ നാട്ടിൽ <br>ചോറു കട്ടവൻ മരിക്കും 👌<br>വേടാ  നീ തീയാണ്.. 🔥🔥🔥🔥
@sreedevankperumal3227,🔥🔥🔥
@priyeshkrishnan4176,Saho number kittua nighale
@priyeshkrishnan4176,🔥🔥
@aravindreghu6497,ഇഷ്ടമായി 🔥
@ratheeshmm3498,Original vedan poli
@anjalirajendran2919,Lyrics.... 🔥no words to explain........ <br>Just wow...... loved it.... and your way of singing..... 🙌😍<br>VEDAN is on🔥
@immrsp6381,Respect +++++++
@hamdhanhamdh5323,ഒറ്റ ഇരുപ്പിനു തന്നെ കുറെ വട്ടം റിപീറ്റ്  അടിച്ചു കണ്ടു.... എന്തോ ഒരു രോമാഞ്ചം.... 👍👍👍😍
@ajithrp1066,Vedan...❤️
@shinihas,Moorchayulla vaakkukal 🔥
@arju_the_3rd_eye,🤗🤗🤗🤗💪💪💪💪💪💪
@maxeffect100,&lt;3 love it. Keep writing such strong songs &lt;3
@sabinsaju6026,Rise against 💪😈
@sakr3192,Vedan fans
@lakshmiku2565,Uff🔥🔥🔥🔥
@akhilchandranakhilchandran2147,Ya mwone🤩🤩
@hairmadboy6476,🤘🤘 poli machaa
@sreelakshmi11193,This is art ♥️
@mathew372,Deep !!!
@പ്രവാസി007,570 dislike അടിച്ച മൈരൻ മാരോടും ഇനി ഡിസ്‌ലൈക്ക് അടിയ്ക്കാൻ പോണ മൈരുകളോടും ഒറ്റ തന്തക്ക് പിറന്നവൻമാർ ആരും ജാതി തിരിച്ചു കാണില്ല.... അങ്ങനെ കാണിച്ചവന്മാരുടെ പ്രതീകം ആണ് dislike......  നടുവിരൽ നമസ്കാരം Bloody Dislikers
@ratheeshmm3498,Old mixing maduthaliyaaaaa waiting for you love u machaaaaa
@ratheeshmm3498,MUSIC MOJO VERUPPEERUKALKKKU VIDAAAAA IVAN NJAMMMADE AAALU
@ratheeshmm3498,Ente ponnnno aliyaaaa ennna feeelu please make more man
@akhilnarayanan9681,Ambo pwoli 👌👌
@harikrishnannair5920,Adipoli!
@babudinanal,You stand and sang for those who ignored.. the rhythm and soul unveil the rage and true nature of hiphop...
@manujose3149,Strong lyrics !!! Mind-blowing
@ajinghoshkk8754,"Lyrics are well organised.... From past (from begining to <a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=73"">1:13</a>) to present (rest of the lyrics) .....Hats off brother.. ❤️❤️❤️"
@yoman4398,"വെളുത്തവർ തന്നെയാണ് ഇപ്പോഴും ലോകം ഭരിക്കുന്നത്, ടീവിയിൽ സീരിയൽ ഉണ്ടേൽ അതിൽ വെളുത്ത നടൻ നടി, സിനിമയിൽ <br>അതുപോലെ തന്നെ ഇപ്പോ വില്ലൻ മാരും ആ സ്ഥാനം കൈകളിൽ ആക്കി, നമ്മുടെ നാട്ടിലെ പ്രമുഖ നടൻ മാരുടെയും നടിമാരുടെയും <br>ലിസ്റ്റ് എടുത്താൽ 98% അവർ തന്നെ, <br><br>പരസ്യങ്ങൾ പോലും വെളുത്തവർക്കും വേണ്ടി മാത്രം. <br>നവജാതശിശു മുതൽ വയസ്സൻ വരെ <br>WHITE <br><br>എനിട്ട്‌ കറുത്ത മുത്ത്‌ എന്നൊക്കെ പറഞ്ഞു സോപ്പ് ഇട്ടു പറയും. <br><br>1) &quot;White&quot; hair style ചെയ്താൽ അതു <br>ഫ്രീക്, ബ്ലാക്ക് അന്നേൽ കഞ്ചാവ് !<br><br>2) &quot;WHITE&quot; ചിരിച്ചാൽ love, <br>ബ്ലാക്ക് അന്നേൽ വൃത്തികെട്ടവൻ <br><br>3) &quot;WHITE&quot; branded  ഡ്രസ്സ്‌ ഇട്ടാൽ <br>അന്തസ്, ബ്ലാക്ക് അന്നേൽ ഡ്യൂപ്ലിക്കേറ്റ് എന്നോ പൊങ്ങച്ചം എന്നോ പറയും <br><br>4) വെളുത്തവനെ ആദ്യമായി കാണുന്നവർ ok എന്ന് വിലയിരുതും<br>പതിയെ മാത്രമാണ് അവരുടെ സ്വഭാവം നോക്കു. പക്ഷേ ബ്ലാക്ക് അന്നേൽ ആദ്യം തന്നെ മനസ്സിൽ dislike അടിക്കും എന്നിട്ട് വേഗം തന്നെ സ്വഭാവം നോക്കി വിലയിരുത്തും <br><br>പറയാൻ ഏറെയുണ്ട്... എന്നിട്ട് ഇതെല്ലാം തരണം ചെയ്തു വരുന്നവർ കറുത്തമുത്ത്‌ (എന്തു പ്രഹസനമാണ് ) അപ്പോഴും കുറുപ്പ് എടുത്തു കാട്ടും !!"
@nj1421,🔥
@anishpthomas4200,നീതി പണ്ടേ മരിച്ചു... 👌👌
@JChand83,"Rap and words are awesome but, <br>Cast discrimination സജീവമായ കാലത്ത് നിന്ന് നമ്മൾ k.r.narayanan തുടങ്ങി dhanya ias നെ  ഒക്കെ തലപ്പത്തു കാണുന്ന കാലത്ത് എത്തി നിൽക്കുന്ന സമയത്തു ഇത്തരം ജാതിവ്യത്യാസം ഊന്നിപറയുന്ന റാപ്പും സ്‌പീച്ചും വീണ്ടും നമ്മുടെ സമൂഹത്തെ പുറകോട്ടു കൊണ്ടുപോവാൻ ഇടയില്ലേ. സുനിൽ  p ഇടയിളത്തോടൊക്കെ എനിക്ക് ഇക്കാര്യത്തിൽ വ്യക്തിപരമായ ദേഷ്യമുണ്ട്."
@gglacnt07,Fuuuu🔥😮
@genuinetrd7841,പൊളി സാനം
@sonalsonal534,🔥
@celinsebastianonlive5051,Polli bro
@witchhunterz5623,Words ❤
@mohammedshafi20-20,Poli poli
@rahulaj1774,Vann poli💥💯
@akhilpushkaran8174,തീയ്യ് 🔥🔥🔥.
@sanu5716,Ente ponno oru rakshayum ella namichu
@binunarayanan2936,Voice of voiceless 🔥🔥🔥
@vivekgharry2458,Jai Bhim 🙏🙏 ❤️❤️🔥🔥🔥🤘🤘🤘
@parthans1097,Dislike adikkunavar oru &quot;My*um alla&quot;.Vedan💖-Nammude Eminem 🔥
@kvvinayan,തമിഴ് കവി രാജേന്ദ്രന്റെ ആരെങ്കിലും ആണോ
@abinjoy2995,ഒരു രക്ഷേം ഇല്ല
@denvergeorge6899,Brother mad respect for this music and your words. Rising Star......
@ninuthaniajacob,Brilliant ...much needed rap...
@SuputraBharathi,"പാട്ട് സൂപ്പർ  ആണ്  .പക്ഷെ  കമന്റ്സ്  വളരെ  മോശം . തമ്പുരാനും  അടിമയും ഓക്കെ  കേരളത്തിൽ  വലുതായിട്ടില്ല . അതിന് കാരണം  കേരളത്തിലെ  കമ്മ്യൂണിസ്റ്റ്‌ കാരും  കലാകാരന്മാരും  എഴുത്ത് കാരും ഓക്കെ  ആണ്  . <br>ജാതിപ്പേരുവിളി ,കാരണം  പറയാതെ   മാറ്റിനിർത്തൽ ഓക്കെ  ഉള്ളു  ദേഹോപദ്രവം  ഇല്ല  . ലോകത്തെവിടെപോയാലും  തൊലിയുടെ  നിറമാണ്  പ്രശ്നം ."
@irfanmn3275,😎😎😎😎
@bachubadhusha5365,ഒരു പ്രളയം അല്ലെങ്കിൽ സുനാമിയോ     അതുക്കും അതുക്കും മേലെ
@shammasva3644,മനസ്സിന്റെ ഉള്ളിൽ നിന്നു വന്ന വരികൾ
@ugly3960,&quot;അടിമക്ക് ഏത് ഇടം ചരിത്ര പുസ്തകങ്ങളിൽ&quot;<br>.<br>.<br>those lines makes goosebumbs mahn...love you❤️😍
@musammilks6495,Kidilan
@aswathyguruvayoourunnikann9088,👏
@fxzxil,😍😍😍
@anooptube,"Hooo Oru rakshem illaa........<br>ഞാൻ പാണാനല്ല, പറയനല്ല, പുലയനല്ല, നീ തമ്പുരാനുമല്ല, ......."
@lidiyajacob8198,That lyrics..🔥🔥👏👏 Keep going guyss..👍👍
@sahalmuhammed6962,powerful lines
@ajrstudio3647,"<a href=""https://www.youtube.com/watch?v=cCXWrWu_rvg"">https://youtu.be/cCXWrWu_rvg</a> young rapr from Kollam support"
@empresskochi2541,This is the best way to react... Blood is red for everyone bro.. Eminem Level stuff..
@wicked5595,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=87"">1:27</a> 🔥🔥🔥🔥"
@abhirajedits266,Awesome...!!!...Keep Up Gyz Keep UPPPPP.......
@blackink4431,ചെറുപ്പം ഉണരണം അതിനു best rap ആണു അല്ലേ bro 😉😘
@humanbeing5099,Dislike adicha UMBrANmar..!!
@shahadmuhammed4197,goosebumps 🔥🔥🔥
@adillidan117,ഒരു മാസം ആയി. ഇപ്പോഴും 1 mil ആയില്ല. It deserves far far more recognition than this. 😕
@eethan7102,തീ 🔥
@athulkp2742,Keep on going bro great
@sreenivasadersh,Vere leven man🤩
@darsanam.s.4641,Brilliant attempt 👍👍👍
@krishna998pranav4,💪
@sreenulaluz5146,തീ 💥👌🏽
@anjithaek1309,🔥🔥🔥
@akhilnarayanan8494,🔥🔥🔥🔥🔥🔥🔥തീ തീ
@SanathSureshKathalimattathil,Lyrics speaks a lot....🔥🔥<br>Awesome bro....😍
@nalinajraveendran4743,Fire<br>...Good one... Nice Rhythm and poetry.
@shajishaji5456,Adipolitta machane iniyum nee padanam tta ilove song
@adhilabrahim9530,വേറെ ലെവൽ സാനം 😍.
